PID,Year Built,SalePrice,Fireplaces,Bedroom AbvGr,Overall Qual,Gr Liv Area,Lot Area,Pool Area
528235170,2006,206580,1,3,7,1525,10936,0
528240020,2004,183500,1,3,7,1720,8244,0
528250010,2003,165500,1,3,7,1394,11950,0
528250070,2003,211000,1,4,7,1948,7875,0
528275035,2000,181000,1,3,6,1690,8063,0
528275110,2002,219500,1,4,7,1995,8740,0
528280110,1999,175000,1,3,6,1647,7917,0
528280150,2000,170000,1,3,7,1430,9967,0
528290060,2003,162000,0,3,7,1320,7750,0
528290170,2000,187000,1,3,6,1690,9487,0
528294010,1999,185000,1,3,6,1644,9649,0
528320050,1996,745000,2,4,10,4476,15623,555
528322020,1997,384500,2,4,8,2551,12191,0
528326060,2000,248000,1,4,8,2285,11000,0
528327060,2001,466500,2,2,10,2633,11400,0
528340030,1998,410000,1,4,9,3078,10557,0
528344020,1998,322500,1,4,8,2582,11002,0
528348030,1998,252000,1,4,7,2385,10790,0
528351010,1994,755000,2,4,10,4316,21535,0
528354060,1996,269790,1,3,7,2013,9920,0
528354110,1996,315750,1,3,7,2398,11787,0
528358040,1995,290000,1,4,7,2520,9950,0
528364110,1995,290000,1,4,8,2531,12257,0
528366050,1992,430000,1,4,8,3228,12692,0
528366070,1992,263000,1,4,8,2202,11762,0
528376010,1996,330000,1,4,8,2538,9044,0
528427040,2007,213133,0,3,7,1369,9910,0
528427100,2007,260261,1,3,8,1542,11830,0
528429090,2006,320000,1,3,9,1905,11670,0
528429110,2007,282922,0,3,8,1464,15256,0
528431030,2006,215000,1,3,8,1534,10612,0
528431040,2007,419005,1,1,10,1966,12291,0
528431050,2006,255000,1,3,8,1636,13501,0
528431110,2006,147000,1,2,8,1795,9986,0
528435010,2007,235876,1,3,7,1528,9965,0
528435040,2007,311872,1,3,7,1726,9416,0
528435060,2007,248328,0,3,7,1689,9849,0
528435070,2006,227000,1,3,8,1588,10000,0
528439040,2005,260000,0,3,8,1538,8847,0
528439050,2007,225000,0,3,8,1496,9158,0
528439080,2005,249000,1,3,7,1506,8251,0
528441080,2004,307000,1,3,8,1694,10084,0
528445020,2006,250000,0,3,7,1977,9605,0
528445070,2006,221300,0,3,8,1830,8778,0
528456190,2007,208900,0,3,8,1338,8640,0
528456230,2006,210400,0,3,7,1335,9000,0
528458080,2007,255000,0,3,8,1792,8640,0
528458090,2007,212109,0,3,5,1588,10411,0
528458120,2006,270000,1,3,8,1959,9000,0
528458130,2007,303477,1,4,8,2610,9000,0
528458150,2007,310013,1,3,8,1880,12217,0
528477020,2006,249700,0,3,8,1656,11096,0
528480020,2007,227875,0,3,7,1761,10207,0
528480180,2007,261329,1,2,8,1584,10440,0
528482010,2006,253000,1,2,8,1685,11824,0
528482030,2004,265000,1,4,6,2443,10625,0
528482090,2004,340000,1,4,8,2466,11143,0
531363020,2006,146000,0,3,6,1100,7500,0
531363040,2006,147000,0,3,7,1143,7500,0
531375140,2003,149000,0,3,5,1094,12450,0
531376060,2006,181000,0,3,7,1486,7441,0
531380110,1994,201000,0,3,6,1721,8462,0
531384070,1993,191750,0,3,6,1820,11613,0
531385070,2000,179000,0,3,7,1349,8450,0
531385130,1998,215000,1,3,7,1494,16196,0
531451030,1992,179200,0,2,6,1575,8012,0
531451150,1980,128000,2,2,6,1266,8012,0
531453140,1983,144000,0,2,5,884,9180,0
531477040,1977,144000,2,4,5,2020,8400,0
532353120,1977,120750,0,2,5,894,6285,0
532354010,1963,132500,0,2,5,970,8480,0
532354060,1962,132000,0,3,5,1057,7420,0
532354070,1962,132500,0,3,5,999,7758,0
532376040,1961,129000,0,3,4,1120,6970,0
532376090,1962,143900,1,3,5,1696,13673,0
532377050,1968,145000,0,3,5,1040,7476,0
532377140,1961,128500,0,3,5,988,9945,0
532378240,1967,125500,0,3,5,902,6173,0
532476080,1990,300000,1,3,7,2503,19522,0
532477040,1974,294000,2,3,7,2167,17542,0
532479050,1974,129000,0,2,5,1037,10751,0
532479120,1975,171000,2,3,5,1701,16647,0
532479140,1973,147000,1,2,6,1055,12712,0
533120030,1990,302000,1,4,8,2810,9572,0
533130170,1992,285000,1,4,8,2872,10678,0
533205110,2004,214000,1,2,8,1378,4379,0
533206060,2006,166000,0,2,8,1151,3523,0
533206070,2006,193800,0,2,8,1565,3784,0
533208010,2006,208900,1,2,7,1352,4230,0
533208020,2006,194000,1,2,7,1352,3606,0
533208030,2006,207500,0,2,8,1550,5330,0
533208040,2006,199900,0,1,7,1241,4274,0
533208070,2006,164700,0,2,7,1250,4251,0
533213130,1999,176500,1,3,6,1501,2280,0
533213140,1999,176000,1,2,6,1458,3230,0
533221030,2000,168500,1,2,6,1512,2117,0
533221060,2000,177000,0,3,6,1573,2117,0
533221100,2000,177000,1,3,6,1525,2117,0
533223050,2004,148800,0,2,7,1102,5105,0
533236040,1999,174000,0,2,8,1441,2645,0
533241030,1997,239000,1,3,7,1950,7399,0
533242080,1999,204000,0,3,7,1358,7321,0
533242090,2003,301000,2,3,8,2048,8010,0
533244040,1998,312500,2,3,8,2362,8413,0
533250190,1994,279700,1,1,8,1494,9466,0
533251110,1980,255000,1,3,7,2362,12000,0
533251130,1978,194000,1,2,5,1432,16157,0
533252130,1976,218000,1,3,5,1437,10768,0
533253180,1978,213750,2,1,8,1295,3840,0
533254100,1976,187000,1,3,6,1855,9600,0
533254130,1976,181500,1,3,6,1262,9600,0
533350020,1981,373000,2,2,8,2497,17778,0
533352075,1977,190000,1,4,5,2620,18890,0
534104090,2001,226000,1,3,7,1929,7050,0
534125120,1968,143450,0,3,6,1152,11700,0
534127080,1970,240050,1,4,6,2411,8000,0
534127140,1969,162500,0,3,6,1082,8723,0
534127260,1968,164000,0,3,6,1295,11700,0
534128090,1972,185000,1,3,7,1610,11358,0
534151090,1993,188500,1,2,7,1594,9547,0
534151180,1993,255000,1,3,7,2075,10530,0
534175010,1976,136905,0,4,5,1680,11500,0
534176140,1966,158500,1,3,6,1093,10738,0
534177210,1973,175500,1,3,7,1242,9600,0
534178010,1963,127000,0,3,6,1052,10800,0
534201040,1967,127000,0,3,5,1107,8050,0
534202030,1967,143000,1,3,5,1214,10355,0
534204120,1965,156000,0,3,5,1073,10289,0
534252040,1958,144000,1,2,5,1344,9503,0
534252060,1964,119000,0,6,5,1728,10624,0
534252070,1964,103000,0,2,4,1224,10899,0
534252110,1960,139900,1,3,5,1422,12342,0
534275170,1960,151500,0,2,6,958,12772,0
534275220,1960,126500,0,3,5,1065,8892,0
534276070,1958,145000,0,3,6,1138,10482,0
534276160,1958,120000,0,2,5,912,7535,0
534276180,1956,124000,1,2,5,1074,7450,0
534276290,1959,106500,0,3,5,882,8339,0
534278150,1961,140500,1,2,5,1187,14357,0
534278170,1961,137500,1,3,5,964,8243,0
534278190,1960,117600,0,3,5,894,8680,0
534401120,1966,163500,1,3,7,1200,8800,0
534401200,1965,161000,0,3,6,1042,9200,0
534403040,1964,158000,0,3,6,1302,9350,0
534403290,1964,224500,1,5,6,2154,8800,0
534403420,1964,147000,1,3,6,1374,11382,0
534425015,1959,200000,1,3,6,1652,22002,0
534425080,1960,181900,2,3,6,1429,14585,0
534427140,1959,150750,0,3,5,1327,7388,0
534429030,1962,101800,0,2,4,1224,9842,0
534430090,1950,124000,1,2,6,932,8280,0
534431020,1940,138500,0,2,5,908,12172,0
534450090,1946,39300,0,1,1,334,5000,0
534450110,1946,64500,0,2,3,666,5000,0
534451020,1945,64000,0,2,3,670,3500,0
534453080,1958,112000,0,2,5,808,5175,0
534475170,1964,165000,1,4,6,1977,9500,0
534476080,1955,144000,0,2,5,1150,9600,0
534478140,1948,137000,0,4,5,1920,11345,0
534479120,1941,105000,1,3,5,1376,9492,0
534479140,1942,146500,2,3,5,1644,9480,0
535101150,1968,126000,0,4,5,1560,8668,0
535102010,1966,175000,1,3,5,1280,10050,0
535105110,1961,158500,1,3,6,1254,9600,0
535106140,1958,114500,0,2,5,912,10150,0
535106180,1958,144000,0,3,5,1524,11344,0
535126180,1965,129000,1,3,6,2380,18450,0
535151020,1957,141000,0,2,6,936,8760,0
535151100,1956,131000,0,3,5,1008,6860,0
535151110,1963,142100,0,3,5,1053,8250,0
535152060,1958,139000,0,3,5,1056,8176,0
535154080,1958,157900,0,4,6,1442,9750,0
535155110,1954,139400,0,3,5,1056,9250,0
535176070,1957,150000,2,3,6,1244,11988,0
535177020,1960,120000,1,3,5,1144,9100,0
535177110,1957,174850,3,4,6,1721,9736,0
535179120,1957,116000,0,2,5,922,9770,0
535180030,1956,135000,0,3,5,1048,10152,0
535181030,1970,163500,1,3,6,1657,12155,0
535181140,1955,130000,1,3,5,1411,12198,0
535300040,1955,129500,0,3,5,1216,10050,0
535301060,1953,142000,0,3,5,1154,11556,0
535301160,1958,128600,0,4,5,1560,8078,0
535302070,1952,125000,0,2,6,948,10950,0
535304170,1953,136000,0,3,6,1040,7942,0
535305180,1953,134500,0,2,5,1008,8923,0
535325090,1956,127000,0,3,5,925,8540,0
535325280,1955,130000,1,3,5,1360,7134,0
535325320,1955,115000,0,4,4,1540,7150,0
535327160,1955,116900,2,3,5,925,8400,0
535327200,1956,132000,0,2,5,928,13300,0
535353050,1953,153000,1,3,4,1647,9532,368
535353130,1952,112500,0,2,5,924,15783,0
535353160,1890,138000,0,3,4,1544,14190,0
535354050,1949,135000,0,2,5,893,9600,0
535354260,1953,156000,1,3,5,1728,12099,0
535355020,1935,301600,0,4,5,3086,21281,0
535375130,1940,109000,0,2,5,1034,10134,0
535376010,1956,103200,0,1,4,882,5500,0
535378080,1925,128500,0,1,4,1281,10284,0
535379060,1927,64500,0,4,4,968,10800,0
535379110,1895,148000,0,3,5,1534,10800,0
535382150,1920,86000,0,2,5,691,5400,0
535402140,1963,172000,2,4,7,1651,10090,0
535402180,1961,120000,0,3,5,888,8700,0
535403030,1968,128500,0,3,6,952,8300,0
535426130,1969,135000,2,5,5,2080,11606,0
535450190,1949,122900,1,3,5,924,8064,0
535450220,1948,119200,1,2,6,1082,11664,0
535450310,1949,143000,1,3,6,1846,10496,0
535451040,1950,119000,0,3,5,988,7200,0
535451100,1950,102000,1,3,5,1238,7200,0
535451110,1950,129000,0,3,5,864,7200,0
535452060,1960,135000,0,2,5,1134,7000,0
535453080,1959,152000,0,3,5,1040,7500,0
535453150,1958,140000,1,3,5,1170,7315,0
535453180,1960,152000,0,3,5,1242,7903,0
535457020,1960,156500,2,3,5,1377,8000,0
535457040,1961,141000,0,6,5,1800,8000,0
535457050,1961,99000,0,3,5,925,7000,0
535476360,1964,187000,1,3,6,1851,9760,0
535477130,1962,169500,1,4,5,1812,7590,0
535477180,1962,125500,0,2,5,864,6600,0
535478040,1962,130000,1,3,5,936,6760,0
902100010,1926,103000,0,2,5,960,6978,0
902105110,1910,132000,0,2,5,1432,9600,0
902106070,1927,127500,0,3,6,1296,6000,0
902106120,1922,89500,1,2,5,1022,4480,0
902107050,1980,140000,0,2,5,936,7200,0
902110010,1920,99900,1,2,5,967,3153,0
902125120,1885,100000,0,2,4,1047,10800,0
902128160,1940,130000,2,2,5,1072,7200,0
902201090,1900,135000,1,2,5,1174,9000,0
902201130,1948,120000,0,2,3,1183,6000,0
902202070,1937,89471,0,2,4,1131,5925,0
902205020,1900,85000,0,3,4,1141,5925,0
902205130,1920,108500,0,2,4,960,6000,0
902206270,1900,137000,0,4,4,1798,9639,0
902207010,1945,110500,0,2,5,866,3880,0
902207150,1923,100000,0,2,5,968,8520,0
902300020,1910,184900,0,3,8,1772,10337,0
902300040,1927,145000,1,4,6,1642,9863,0
902301030,1925,125000,0,3,5,1472,9600,0
902301130,1910,114000,0,3,5,1232,4571,0
902302150,1900,90000,0,5,5,2337,13600,0
902303100,1910,144100,0,3,6,1650,8398,0
902304040,1880,117500,0,5,6,2210,9900,0
902305010,1930,124500,1,3,5,1358,3600,0
902330090,1879,185000,1,3,7,2454,13500,0
902332030,1910,133900,1,4,6,2291,7200,0
902401030,1926,152000,0,3,6,1616,5400,0
902404010,1948,153500,0,2,5,1559,8100,0
902408080,1890,159500,0,3,7,2554,10800,0
902427040,1930,87000,0,2,5,1248,9439,0
902427140,1956,104500,0,2,4,968,8626,0
902427180,1949,110000,1,1,4,1382,11800,0
903201090,1925,136500,1,1,5,1060,6854,0
903204030,1950,128250,0,3,5,1435,8674,0
903205085,1920,144000,1,3,5,1167,8731,0
903206170,1923,210000,1,3,6,1635,8737,0
903225040,1939,135000,0,3,5,1274,6125,0
903227140,1939,128000,2,3,6,1232,6000,0
903228080,1941,131000,1,3,6,1218,6000,0
903231050,1939,113000,0,2,5,884,6120,0
903231090,1938,126000,1,3,6,1409,6240,0
903231180,1939,132000,0,4,5,1322,6240,0
903232100,1930,131750,1,3,5,1426,6240,0
903233030,1926,132500,0,2,5,1281,6120,0
903233050,1920,137500,0,4,5,1513,6120,0
903233140,1929,132000,0,2,7,854,6120,0
903233180,1931,127500,1,3,6,1367,6240,0
903234160,1926,102000,1,2,6,986,6180,0
903236130,1918,200000,0,4,6,2264,7755,0
903400040,1919,180500,1,3,6,1824,13515,0
903401070,1920,165000,0,3,6,1376,8850,0
903425270,1926,90000,0,4,5,1316,8550,0
903425280,1915,153575,0,3,6,1396,8730,0
903426010,1929,140000,1,3,7,1344,5700,0
903427040,1916,136000,1,5,6,2526,8520,0
903430040,1901,113000,0,3,5,1173,5680,0
903430050,1901,117000,0,2,5,1214,5680,0
903450060,1931,169500,2,4,7,1818,7758,0
903451110,1930,139400,1,3,7,1108,7449,0
903453080,1963,202500,1,5,6,2294,13200,0
903454010,1914,127000,0,3,6,1355,6882,0
903454090,1937,141000,1,3,6,1375,9000,0
903456110,1950,212300,2,4,7,1952,9780,0
903457040,1915,161000,1,3,6,2180,10320,0
903457130,1958,99500,0,3,4,1315,4330,0
903458020,1920,101000,0,3,5,1111,7200,0
903458060,1916,109900,0,2,4,1196,4800,0
903475040,1941,128500,0,2,5,1382,12358,0
903475060,1910,122000,1,4,7,1889,10120,0
903476100,1930,87000,1,3,5,840,4388,0
903484080,1910,50000,0,3,4,1484,10320,0
904100100,1937,219000,2,3,7,2267,12888,0
904101070,1946,200500,1,3,5,3086,18030,0
904301110,1940,126000,0,3,5,1134,8160,0
904302010,1942,108500,0,2,5,1282,4484,0
905100060,1963,130000,0,3,5,999,11235,0
905100080,1964,158450,1,2,5,1452,11235,0
905101070,1964,115400,0,3,4,1005,14299,0
905101200,1961,118500,0,3,4,1029,7943,0
905102010,1964,165000,1,3,5,1020,14149,0
905103110,1966,123000,0,3,5,1040,11677,0
905104030,1966,129000,0,3,6,913,8400,0
905104090,1966,125000,0,3,5,894,7094,0
905104170,1968,108000,0,3,5,948,8978,0
905104240,1971,119900,0,2,5,868,8425,0
905105040,1968,115000,0,3,5,897,8665,0
905105170,1967,134500,0,2,5,943,8398,0
905105260,1966,127000,0,3,5,955,7742,0
905106150,1968,129000,1,3,5,894,8724,0
905107140,1977,143500,1,3,6,1285,8197,0
905200010,1966,129000,0,3,5,912,8169,0
905201080,1956,187000,1,3,5,1375,14175,0
905225020,1920,158000,1,4,5,2654,16779,0
905226050,1918,112000,0,3,5,1416,25339,0
905226080,1940,165250,2,2,7,1302,6960,0
905226130,1954,150000,1,3,6,1299,11375,0
905226170,1958,137000,2,3,5,1176,13770,0
905228020,1945,89500,0,3,4,998,9000,0
905301050,1971,302000,2,2,7,1824,115149,0
905352010,1984,182000,1,3,6,1522,11075,0
905352180,1988,211000,1,4,6,2060,10029,0
905376090,1948,216000,1,3,5,1325,17541,0
905377020,1953,130000,1,3,5,1630,22692,0
905377050,1946,109900,0,2,4,1242,17808,0
905401020,1954,255000,2,4,6,2422,12671,0
905426010,1950,243000,1,4,6,2158,12615,0
905451390,1954,154000,0,3,6,1626,10512,0
905475270,1958,118000,0,3,5,864,5400,0
905475520,1958,80000,0,3,4,943,11515,0
905476160,1977,150000,0,4,4,1440,7711,0
905476170,1920,86000,0,2,4,605,9098,0
905476225,1984,130000,0,2,5,1038,3869,0
905478140,1951,125000,0,4,5,1342,9280,0
905478220,1951,136500,1,4,5,1480,11100,0
905480090,1920,96000,0,4,4,1362,7550,0
905480180,1957,120000,1,3,5,1340,9060,0
906200230,1984,228500,1,4,6,1822,23920,444
906201022,1990,179900,1,3,7,1442,10357,0
906201023,1990,225000,1,4,7,2243,13474,0
906201200,1986,301000,1,4,7,2730,10380,0
906203140,1991,238000,1,4,7,2127,13125,0
906204140,1989,228500,1,3,7,1982,11287,0
906223040,1994,220000,1,3,7,1958,9317,0
906340080,2007,383970,1,4,7,2696,9965,0
906340090,2006,424870,1,4,8,2828,9965,0
906378120,2007,250000,1,3,8,1651,9178,0
906378150,2006,360000,0,3,8,2140,10481,0
906378170,2006,279500,1,3,7,1494,10652,0
906380010,2007,200141,1,3,7,1316,11175,0
906380040,2007,246500,1,3,8,1651,10235,0
906380070,2007,276000,1,3,8,2574,9588,0
906380120,2005,203000,0,3,7,1274,8814,0
906380140,2006,155835,1,3,7,1456,11103,0
906380160,2006,194000,0,2,7,1240,8556,0
906380200,2007,195400,0,2,7,1208,6762,0
906382020,2005,217000,0,3,7,1546,11750,0
906382060,2006,212999,1,3,8,1500,8760,0
906392080,2005,175900,0,2,7,1270,7242,0
906394020,2005,191000,0,3,7,1795,9316,0
906394050,2006,176432,1,3,6,1314,9317,0
906402070,1988,277000,1,3,7,2062,14364,0
906403060,1988,207000,1,3,7,1873,8883,0
906426060,1958,277000,2,4,6,2144,159000,0
906426195,1992,240000,2,3,6,1953,53107,0
906475110,1966,187500,0,5,6,2087,12205,0
906475170,1976,279000,2,0,8,1743,20064,0
907125040,1994,139500,0,3,5,1022,14217,0
907125120,1994,126000,0,3,5,990,8775,0
907130060,1995,177500,0,3,6,1200,11249,0
907131060,1997,175000,0,3,6,1308,10021,0
907131120,1998,211000,0,3,6,1796,9531,0
907135050,1994,146000,0,3,5,990,8428,0
907135080,1996,147900,0,3,5,1097,16561,0
907135180,1994,123600,0,3,4,990,8070,0
907180040,1997,204750,0,3,6,1786,9337,0
907187040,1999,235500,1,3,7,1873,10820,0
907187060,1998,217000,1,3,7,1753,12352,0
907192020,2001,190550,0,3,7,1690,9543,0
907192040,2000,217500,1,3,7,1842,8826,0
907192120,2003,226000,0,3,7,1479,10665,0
907192150,2003,180000,0,3,7,1668,11317,0
907200130,1974,131000,0,3,5,894,11800,0
907200190,1976,153500,1,3,5,1025,8660,0
907200250,1977,160000,1,3,5,1009,9720,0
907200270,1977,134900,0,3,5,1040,8982,0
907202100,1977,130000,0,3,5,907,16300,0
907202220,1975,120000,0,3,5,879,9675,0
907203060,1972,112500,0,3,5,882,7700,0
907203110,1975,122000,0,3,5,969,10356,0
907227060,1972,127000,0,3,5,864,7200,0
907227100,1972,117000,0,3,4,875,7200,0
907250050,2004,305900,0,3,8,2000,10386,0
907252020,2002,228500,1,3,8,2169,9375,0
907252190,2000,270000,1,3,7,1673,11354,0
907260040,2002,192000,1,3,7,1459,8749,0
907260050,2003,213000,1,3,7,1932,8749,0
907262020,2002,200000,0,3,7,1729,8158,0
907270040,1998,267000,1,4,8,2452,16226,0
907275080,1994,228000,1,3,8,1592,11927,0
907275150,2001,275000,1,4,8,2439,12728,0
907280090,1996,211000,2,3,7,1992,15295,0
907280100,2002,285000,1,3,9,1668,11248,0
907285040,1995,240000,1,3,8,2090,10000,0
907290140,2003,131500,0,1,6,848,4435,0
907295040,1999,246900,1,1,8,1341,17227,0
907401060,2003,219500,1,4,7,1928,8200,0
907405130,2003,185000,0,3,7,1337,8450,0
907410020,2007,179400,0,3,7,1476,8145,0
907410050,2006,213500,0,3,7,1797,9245,0
907414060,2004,179600,0,3,7,1422,8500,0
907414070,2005,173500,0,2,7,1190,8769,0
907420050,2006,167840,1,3,6,1330,8334,0
907420060,2006,168675,1,3,7,1491,8333,0
907420110,2005,167000,0,3,5,1536,9045,0
908102100,1965,140000,0,2,5,1214,9170,0
908102160,1967,118500,1,2,5,936,9825,0
908103090,1963,110000,0,2,4,1088,8308,0
908127040,1965,94750,0,3,4,960,10921,0
908127060,1925,122000,1,3,5,1351,16287,0
908127070,1960,110000,0,2,6,1179,8240,0
908127100,1990,118500,0,3,6,816,11841,0
908152060,1976,133500,1,3,6,1044,6285,0
908152070,1976,148000,1,3,6,1113,7917,0
908152180,1979,141000,0,5,5,2233,9555,0
908152260,2006,155000,0,2,5,1125,8536,0
908152280,2005,157000,0,2,5,1090,7024,0
908152290,2005,171500,0,3,5,1408,7023,0
908154195,2008,183850,2,2,10,5095,39290,0
908154205,2007,184750,1,3,10,4676,40094,0
908186050,2005,140000,0,2,6,1072,3675,0
908204090,1959,131750,0,2,5,960,6400,0
908204180,1955,61500,0,2,4,1152,6882,0
908225240,1954,111000,0,3,4,948,10215,0
908225310,1946,98500,0,4,5,1195,8741,0
908226180,1931,79000,0,3,3,774,4270,0
908228010,1920,108500,1,2,6,865,10042,0
908250100,1954,110000,0,3,4,894,9450,0
908275090,1910,112000,0,2,4,1346,11767,0
908275200,1955,125000,1,2,4,768,8172,0
908275240,1955,79275,0,3,4,864,8172,0
908276230,1954,119000,1,3,4,948,8190,0
909176080,1914,200000,0,8,6,3395,10896,0
909176170,1923,150000,0,6,5,2592,10890,0
909250150,1923,165000,2,3,6,1502,10592,0
909250160,1926,96500,0,2,5,789,10594,0
909251030,1926,136500,0,3,5,1422,7223,0
909251040,1921,146500,1,2,6,1298,6821,0
909252010,1937,175000,2,3,5,1768,7200,0
909252150,1930,148500,1,2,7,1098,4000,0
909252170,1921,141500,1,3,6,1436,6720,0
909254090,1918,189950,1,3,7,1426,7642,0
909254100,1926,135000,1,3,6,1461,7155,0
909254130,1941,164000,2,4,7,1646,7128,0
909254140,1913,90350,1,2,5,694,4280,0
909254150,1910,139000,1,3,5,1250,5362,0
909256120,1938,119750,1,2,5,954,6305,0
909275020,1946,145000,0,4,6,1958,7136,0
909275030,1949,145000,0,4,5,2002,6270,0
909275110,1927,238000,1,4,7,1718,7230,0
909275160,1951,153500,1,2,5,1226,13108,0
909275310,1918,239000,1,4,6,2624,22420,0
909276160,1934,359100,2,4,8,3194,12168,0
909276210,1930,188000,1,4,4,1755,7810,0
909279080,1932,220000,1,3,6,1991,11275,0
909281020,1941,140000,0,3,5,1355,6221,0
909281130,1932,315000,2,3,8,2727,10570,0
909282020,1945,259500,1,3,6,2320,7259,0
909425140,1957,257500,2,3,6,1839,14442,0
909425270,1940,219500,2,3,7,1740,13125,0
909428120,1953,217000,2,3,6,2259,21000,0
909428180,1960,201000,3,3,6,1560,25485,0
909428340,1968,215000,2,3,6,1488,21579,0
909451130,1980,123900,1,2,6,1045,1782,0
909452102,1995,170000,0,4,4,1680,17871,0
909455060,1988,200000,0,1,8,1020,3907,0
909475050,1971,198000,2,3,7,1696,20693,0
909475070,1957,200624,2,4,6,2515,32668,0
909475230,1986,315000,1,2,8,2726,18044,228
910200040,1919,115000,0,3,5,1517,8500,0
910200110,1940,141000,0,3,6,1215,7000,0
910201020,1941,87000,0,2,5,803,5000,0
910201050,1925,129850,0,3,5,1601,7288,0
910201110,1939,100000,0,3,4,1123,6060,0
910201180,1923,150909,0,3,5,1828,9060,0
910202030,1922,75200,0,2,5,816,3672,0
910203290,1920,118400,1,2,6,1012,8263,0
910204090,1920,67000,0,2,5,1077,8967,0
910205130,1950,152000,0,4,5,1558,13710,0
910206010,1939,68104,0,1,2,845,11067,0
911103060,1895,119600,0,4,5,1991,8250,0
911128010,1957,140000,0,3,4,1073,6565,0
911128020,1930,124900,0,2,5,1001,6060,0
911370450,2006,375000,1,2,8,1625,5568,0
911370460,2006,235000,1,2,8,1625,4750,0
914452090,1979,183500,1,2,6,1299,12150,0
914452120,1978,156000,1,2,6,912,7540,0
914452190,1983,134000,0,3,6,1080,9187,0
914460020,2002,215000,1,3,5,1392,10000,0
914460110,2002,245000,1,1,7,1409,12864,0
914476330,1991,210000,1,3,7,1478,9928,0
914478020,1975,148000,0,3,7,918,8750,0
914478100,1974,143000,1,2,6,1026,8410,0
916226090,1987,244000,2,2,7,1501,4054,0
916253320,1998,330000,1,1,7,1502,9763,0
916326040,1959,170000,2,2,5,1328,16905,0
916326090,1958,257000,1,4,6,2279,19958,0
916384050,2006,231713,0,3,7,1689,8368,0
916384070,2006,267300,1,2,8,1564,8298,0
916384080,2006,265900,1,2,8,1484,9037,0
916384150,2007,239000,1,3,8,1571,10991,0
916386170,2006,248900,1,3,8,1646,10656,0
916403040,1985,174000,0,3,7,1240,10331,0
916403290,1990,187500,1,3,7,1717,13758,0
916455010,1996,204000,0,3,6,1756,9303,0
916455050,2001,180500,0,2,8,1312,6718,0
916455110,2003,187500,1,3,7,1146,9590,0
916455150,2002,282000,1,2,8,1922,11305,0
916460020,1996,178000,1,3,6,1491,7777,0
916475020,2002,270000,1,3,8,1629,14536,0
916477060,2003,279900,1,5,7,2486,11800,0
917425190,1963,186700,2,3,5,1572,35133,0
921126010,2006,283463,1,3,8,1776,15306,0
921128030,2006,392000,1,3,10,1824,12633,0
921205070,2005,281213,1,4,8,2482,12665,0
923202134,2007,147000,0,3,5,1120,8402,0
923202220,1953,130000,0,2,3,2034,43500,561
923203010,1996,140000,0,0,6,936,6710,0
923204050,1963,132250,0,3,4,1040,25286,0
923204140,1967,143000,0,4,5,1632,25000,0
923205025,1961,168000,1,3,4,1622,32463,0
923225040,1976,129900,1,3,5,1060,4224,0
923225050,1976,134000,1,3,5,1142,4224,0
923226300,1972,85500,0,3,4,1092,1504,0
923228200,1970,106500,0,2,4,992,1533,0
923228220,1970,93900,0,3,4,1092,1495,0
923228250,1970,75000,0,3,4,1092,2001,0
923228290,1970,84500,0,1,4,630,1936,0
923228390,1976,75190,0,3,4,1092,1890,0
923229010,1976,146800,2,3,6,1062,11333,0
923229040,1977,153500,1,1,5,1008,9129,0
923229100,1977,188000,1,3,6,1356,15957,0
923229140,1977,196000,2,3,5,1676,33983,0
923230010,1977,157000,1,3,5,1432,8286,0
923230120,1971,138000,0,2,5,796,6723,0
923230180,1970,129500,0,2,5,768,7244,0
923251160,1961,80000,0,3,4,1608,27697,0
923252080,1982,129500,0,2,4,845,7599,0
923275010,1976,135000,0,3,5,1178,11000,0
923275200,1982,124500,0,2,5,816,8314,0
923276180,1983,139000,0,2,5,816,11625,0
923400150,1991,93500,0,3,5,974,10712,0
923425030,1984,124500,0,3,5,887,10447,0
526302030,1954,149900,0,2,6,1293,11027,0
526302040,1956,157500,2,2,6,1024,10533,0
526302120,1957,169000,1,3,5,1797,11765,0
526303060,1957,252000,2,1,6,1390,39384,0
526354020,1969,192100,1,3,7,1851,11727,0
527105060,1997,183500,1,3,6,1525,8238,0
527106010,1997,222000,1,4,7,2236,13006,0
527107020,1995,170000,1,3,6,1671,13041,0
527107030,1995,187500,1,3,6,1498,13031,0
527107120,1996,202000,1,3,6,1776,9783,0
527107240,1997,185000,1,3,6,1511,11207,0
527108010,2005,320000,1,4,7,2462,19378,0
527108020,2006,240000,1,3,7,1670,14859,0
527108030,2005,250000,1,4,8,2064,13128,0
527108040,2005,239900,1,3,8,1801,10463,0
527108060,2005,309000,1,3,7,2212,13751,0
527108090,2006,274725,1,3,7,2021,23257,0
527146135,1994,270000,0,4,8,2687,13108,0
527158020,1993,183500,1,3,6,1169,8076,0
527163020,1993,165600,1,3,6,1501,7685,0
527166030,1998,176500,1,3,7,1632,9084,0
527182020,1987,130000,0,2,8,1204,3701,0
527190050,1987,239000,1,2,7,1767,5306,0
527190220,1985,275000,1,2,8,1742,6563,0
527210030,2005,457347,1,3,9,2798,16023,0
527210040,2006,545224,1,5,10,3390,18062,0
527210050,2006,356383,1,4,9,2473,12292,0
527212030,2005,556581,1,4,9,2868,16056,0
527212040,2006,361919,1,4,8,2576,12438,0
